UF,MUNICIPIO,ID_IBGE,POPULACAO_TOTAL
SC,São João do Itaperiú,4216354,4827
PR,São João do Ivaí,4125001,10639
CE,São João do Jaguaribe,2312502,5683
MG,São João do Manhuaçu,3162559,11676
MG,São João do Manteninha,3162575,5479
SC,São João do Oeste,4216255,6467
MG,São João do Oriente,3162609,7099
MG,São João do Pacuí,3162658,4050
MG,São João do Paraíso,3162708,24706
MA,São João do Paraíso,2111052,10091
SP,São João do Pau d'Alho,3549300,2293
PI,São João do Piauí,2210003,22137
RS,São João do Polêsine,4318432,2708
PB,São João do Rio do Peixe,2500700,18500
RN,São João do Sabugi,2412104,6136
MA,São João do Soter,2111078,17253
SC,São João do Sul,4216404,9278
PB,São João do Tigre,2514107,4359
PR,São João do Triunfo,4125100,13899
MA,São João dos Patos,2111102,25910
MG,São João Evangelista,3162807,15613
MG,São João Nepomuceno,3162906,26529
SC,São Joaquim,4216503,26982
SP,São Joaquim da Barra,3549409,49885
MG,São Joaquim de Bicas,3162922,37017
PE,São Joaquim do Monte,2613305,20438
RS,São Jorge,4318440,2976
PR,São Jorge do Ivaí,4125308,5170
PR,São Jorge do Patrocínio,4125357,6690
PR,São Jorge d'Oeste,4125209,9587
SC,São José,4216602,295658
MG,São José da Barra,3162948,8145
SP,São José da Bela Vista,3549508,7664
PR,São José da Boa Vista,4125407,6023
PE,São José da Coroa Grande,2613404,19511
PB,São José da Lagoa Tapada,2514206,7251
AL,São José da Laje,2708303,21180
MG,São José da Lapa,3162955,28087
MG,São José da Safira,3163003,3849
AL,São José da Tapera,2708402,31569
MG,São José da Varginha,3163102,4698
BA,São José da Vitória,2929354,5432
RS,São José das Missões,4318457,2399
PR,São José das Palmeiras,4125456,4031
PB,São José de Caiana,2514305,4966
PB,São José de Espinharas,2514404,4056
RN,São José de Mipibu,2412203,50053
PB,São José de Piranhas,2514503,19561
PB,São José de Princesa,2514552,3323
MA,São José de Ribamar,2111201,259164
RJ,São José de Ubá,3305133,7318
MG,São José do Alegre,3163201,4252
SP,São José do Barreiro,3549607,3888
PE,São José do Belmonte,2613503,36890
PB,São José do Bonfim,2514602,3337
PB,São José do Brejo do Cruz,2514651,1750
ES,São José do Calçado,3204807,11411
RN,São José do Campestre,2412302,11298
SC,São José do Cedro,4216701,14538
SC,São José do Cerrito,4216800,8706
MG,São José do Divino,3163300,3482
PI,São José do Divino,2210052,5317
PE,São José do Egito,2613602,32508
MG,São José do Goiabal,3163409,5482
RS,São José do Herval,4318465,1931
RS,São José do Hortêncio,4318481,4555
RS,São José do Inhacorá,4318499,2466
BA,São José do Jacuípe,2929370,10576
MG,São José do Jacuri,3163508,6282
MG,São José do Mantimento,3163607,2844
RS,São José do Norte,4318507,26248
RS,São José do Ouro,4318606,6978
PI,São José do Peixe,2210102,3300
PI,São José do Piauí,2210201,6733
MT,São José do Povo,5107297,2716
MT,São José do Rio Claro,5107305,14455
SP,São José do Rio Pardo,3549706,53427
SP,São José do Rio Preto,3549805,504166
PB,São José do Sabugi,2514701,4283
RN,São José do Seridó,2412401,4733
RS,São José do Sul,4318614,2443
RJ,São José do Vale do Rio Preto,3305158,22813
MT,São José do Xingu,5107354,6234
RS,São José dos Ausentes,4318622,4295
MA,São José dos Basílios,2111250,7094
SP,São José dos Campos,3549904,727078
PB,São José dos Cordeiros,2514800,3462
PR,São José dos Pinhais,4125506,349880
MT,São José dos Quatro Marcos,5107107,17721
PB,São José dos Ramos,2514453,6137
PI,São Julião,2210300,6131
RS,São Leopoldo,4318705,225737
MG,São Lourenço,3163706,46868
PE,São Lourenço da Mata,2613701,118258
SP,São Lourenço da Serra,3549953,16479
SC,São Lourenço do Oeste,4216909,26056
PI,São Lourenço do Piauí,2210359,4497
RS,São Lourenço do Sul,4318804,43278
SC,São Ludgero,4217006,14444
MA,São Luís,2111300,1089215
GO,São Luís de Montes Belos,5220108,35288
CE,São Luís do Curu,2312601,10888
PI,São Luis do Piauí,2210375,2277
AL,São Luís do Quitunde,2708501,31785
MA,São Luís Gonzaga do Maranhão,2111409,18123
RR,São Luiz,1400605,7848
GO,São Luiz do Norte,5220157,4939
SP,São Luiz do Paraitinga,3550001,10487
RS,São Luiz Gonzaga,4318903,35865
PB,São Mamede,2514909,7629
PR,São Manoel do Paraná,4125555,2176
SP,São Manuel,3550100,38131
RS,São Marcos,4319000,21549
RS,São Martinho,4319109,5587
SC,São Martinho,4217105,3520
RS,São Martinho da Serra,4319125,2908
ES,São Mateus,3204906,134423
MA,São Mateus do Maranhão,2111508,40177
PR,São Mateus do Sul,4125605,43490
RN,São Miguel,2412500,24422
SP,São Miguel Arcanjo,3550209,32924
PI,São Miguel da Baixa Grande,2210383,2299
SC,São Miguel da Boa Vista,4217154,1777
BA,São Miguel das Matas,2929404,10615
RS,São Miguel das Missões,4319158,7193
PB,São Miguel de Taipu,2515005,7307
SE,São Miguel do Aleixo,2807006,3471
MG,São Miguel do Anta,3163805,6410
GO,São Miguel do Araguaia,5220207,22040
PI,São Miguel do Fidalgo,2210391,2864
RN,São Miguel do Gostoso,2412559,10636
PA,São Miguel do Guamá,1507607,55970
RO,São Miguel do Guaporé,1100320,22305
PR,São Miguel do Iguaçu,4125704,30416
SC,São Miguel do Oeste,4217204,47724
GO,São Miguel do Passa Quatro,5220264,4671
PI,São Miguel do Tapuio,2210409,17911
TO,São Miguel do Tocantins,1720200,14116
AL,São Miguel dos Campos,2708600,53380
AL,São Miguel dos Milagres,2708709,8700
RS,São Nicolau,4319208,5243
GO,São Patrício,5220280,2200
SP,São Paulo,3550308,11904961
RS,São Paulo das Missões,4319307,5943
AM,São Paulo de Olivença,1303908,35442
RN,São Paulo do Potengi,2412609,17371
RN,São Pedro,2412708,5890
SP,São Pedro,3550407,39855
MA,São Pedro da Água Branca,2111532,14786
RJ,São Pedro da Aldeia,3305208,110677
MT,São Pedro da Cipa,5107404,4250
RS,São Pedro da Serra,4319356,3618
MG,São Pedro da União,3163904,4973
RS,São Pedro das Missões,4319364,1790
SC,São Pedro de Alcântara,4217253,6175
RS,São Pedro do Butiá,4319372,3142
PR,São Pedro do Iguaçu,4125753,5730
PR,São Pedro do Ivaí,4125803,8514
PR,São Pedro do Paraná,4125902,2726
PI,São Pedro do Piauí,2210508,14055
MG,São Pedro do Suaçuí,3164100,5143
RS,São Pedro do Sul,4319406,15863
SP,São Pedro do Turvo,3550506,7333
MA,São Pedro dos Crentes,2111573,5993
MG,São Pedro dos Ferros,3164001,7132
RN,São Rafael,2412807,7889
MA,São Raimundo das Mangabeiras,2111607,19158
MA,São Raimundo do Doca Bezerra,2111631,5761
PI,São Raimundo Nonato,2210607,41139
MA,São Roberto,2111672,4577
MG,São Romão,3164209,10562
SP,São Roque,3550605,81366
MG,São Roque de Minas,3164308,7370
ES,São Roque do Canaã,3204955,11256
TO,São Salvador do Tocantins,1720259,2356
AL,São Sebastião,2708808,32707
SP,São Sebastião,3550704,84280
PR,São Sebastião da Amoreira,4126009,8063
MG,São Sebastião da Bela Vista,3164407,6778
PA,São Sebastião da Boa Vista,1507706,27651
SP,São Sebastião da Grama,3550803,10428
MG,São Sebastião da Vargem Alegre,3164431,3239
PB,São Sebastião de Lagoa de Roça,2515104,11387
RJ,São Sebastião do Alto,3305307,7993
MG,São Sebastião do Anta,3164472,6415
RS,São Sebastião do Caí,4319505,24898
MG,São Sebastião do Maranhão,3164506,10218
MG,São Sebastião do Oeste,3164605,9527
MG,São Sebastião do Paraíso,3164704,75179
BA,São Sebastião do Passé,2929503,42944
MG,São Sebastião do Rio Preto,3164803,1229
MG,São Sebastião do Rio Verde,3164902,2385
TO,São Sebastião do Tocantins,1720309,4182
AM,São Sebastião do Uatumã,1303957,12338
PB,São Sebastião do Umbuzeiro,2515203,3382
RS,São Sepé,4319604,21551
GO,São Simão,5220405,17181
SP,São Simão,3550902,13560
MG,São Tiago,3165008,11559
MG,São Tomás de Aquino,3165107,6837
PR,São Tomé,4126108,5282
RN,São Tomé,2412906,10161
MG,São Tomé das Letras,3165206,7107
RS,São Valentim,4319703,3320
RS,São Valentim do Sul,4319711,2255
TO,São Valério,1720499,4554
RS,São Valério do Sul,4319737,2593
RS,São Vendelino,4319752,2309
SP,São Vicente,3551009,338326
RN,São Vicente,2413003,6530
MG,São Vicente de Minas,3165305,6928
PB,São Vicente do Seridó,2515401,10652
RS,São Vicente do Sul,4319802,8257
MA,São Vicente Ferrer,2111706,19865
PE,São Vicente Férrer,2613800,17177
PB,Sapé,2515302,53457
BA,Sapeaçu,2929602,18656
MT,Sapezal,5107875,32514
RS,Sapiranga,4319901,77935
PR,Sapopema,4126207,6778
RJ,Sapucaia,3305406,18291
PA,Sapucaia,1507755,6212
RS,Sapucaia do Sul,4320008,136572
MG,Sapucaí-Mirim,3165404,6469
RJ,Saquarema,3305505,95315
RS,Sarandi,4320107,23374
PR,Sarandi,4126256,128106
SP,Sarapuí,3551108,10677
MG,Sardoá,3165503,5140
SP,Sarutaiá,3551207,3772
MG,Sarzedo,3165537,39974
BA,Sátiro Dias,2929701,16476
AL,Satuba,2708907,25105
MA,Satubinha,2111722,8821
BA,Saubara,2929750,11859
PR,Saudade do Iguaçu,4126272,6413
SC,Saudades,4217303,10799
BA,Saúde,2929800,10661
SC,Schroeder,4217402,21710
BA,Seabra,2929909,48721
SC,Seara,4217501,19399
SP,Sebastianópolis do Sul,3551306,3191
PI,Sebastião Barros,2210623,3210
BA,Sebastião Laranjeiras,2930006,9581
PI,Sebastião Leal,2210631,4590
RS,Seberi,4320206,12325
RS,Sede Nova,4320230,2750
RS,Segredo,4320263,6098
RS,Selbach,4320305,5222
MS,Selvíria,5007802,8716
MG,Sem-Peixe,3165560,2420
AC,Sena Madureira,1200500,44049
MA,Senador Alexandre Costa,2111748,10447
MG,Senador Amaral,3165578,6517
GO,Senador Canedo,5220454,175042
MG,Senador Cortes,3165602,2335
RN,Senador Elói de Souza,2413102,6027
MG,Senador Firmino,3165701,7977
RN,Senador Georgino Avelino,2413201,4202
AC,Senador Guiomard,1200450,22402
MG,Senador José Bento,3165800,2149
PA,Senador José Porfírio,1507805,24989
MA,Senador La Rocque,2111763,15044
MG,Senador Modestino Gonçalves,3165909,4006
CE,Senador Pompeu,2312700,25108
AL,Senador Rui Palmeira,2708956,12545
CE,Senador Sá,2312809,7551
RS,Senador Salgado Filho,4320321,2725
PR,Sengés,4126306,17256
BA,Senhor do Bonfim,2930105,78090
MG,Senhora de Oliveira,3166006,5577
MG,Senhora do Porto,3166105,3066
MG,Senhora dos Remédios,3166204,10657
RS,Sentinela do Sul,4320354,5424
BA,Sento Sé,2930204,40232
RS,Serafina Corrêa,4320404,17407
MG,Sericita,3166303,7552
RO,Seringueiras,1101500,12965
RS,Sério,4320453,2089
MG,Seritinga,3166402,1866
RJ,Seropédica,3305554,84794
ES,Serra,3205002,579720
SC,Serra Alta,4217550,3370
SP,Serra Azul,3551405,13108
MG,Serra Azul de Minas,3166501,3808
PB,Serra Branca,2515500,14131
RN,Serra Caiada,2410306,11203
PB,Serra da Raiz,2515609,3156
MG,Serra da Saudade,3166600,856
RN,Serra de São Bento,2413300,5866
RN,Serra do Mel,2413359,13819
AP,Serra do Navio,1600055,5003
BA,Serra do Ramalho,2930154,36252
MG,Serra do Salitre,3166808,12286
MG,Serra dos Aimorés,3166709,6859
BA,Serra Dourada,2930303,17574
PB,Serra Grande,2515708,3056
SP,Serra Negra,3551603,31047
RN,Serra Negra do Norte,2413409,7800
MT,Serra Nova Dourada,5107883,1941
BA,Serra Preta,2930402,18754
PB,Serra Redonda,2515807,6975
PE,Serra Talhada,2613909,98816
SP,Serrana,3551504,45580
MG,Serrania,3166907,7811
MA,Serrano do Maranhão,2111789,10475
GO,Serranópolis,5220504,8237
MG,Serranópolis de Minas,3166956,4497
PR,Serranópolis do Iguaçu,4126355,5161
MG,Serranos,3167004,2036
PB,Serraria,2515906,4754
BA,Serrinha,2930501,84690
RN,Serrinha,2413508,6608
RN,Serrinha dos Pintos,2413557,4810
PE,Serrita,2614006,18764
MG,Serro,3167103,22624
BA,Serrolândia,2930600,13863
PR,Sertaneja,4126405,5654
PE,Sertânia,2614105,34271
PR,Sertanópolis,4126504,16210
RS,Sertão,4320503,5630
RS,Sertão Santana,4320552,5989
SP,Sertãozinho,3551702,132176
PB,Sertãozinho,2515930,5332
SP,Sete Barras,3551801,12903
RS,Sete de Setembro,4320578,1881
MG,Sete Lagoas,3167202,238909
MS,Sete Quedas,5007703,11322
MG,Setubinha,3165552,9985
RS,Severiano de Almeida,4320602,3463
RN,Severiano Melo,2413607,5616
SP,Severínia,3551900,14693
SC,Siderópolis,4217600,14156
MS,Sidrolândia,5007901,49735
PI,Sigefredo Pacheco,2210656,9623
RJ,Silva Jardim,3305604,22028
GO,Silvânia,5220603,23150
TO,Silvanópolis,1720655,5259
RS,Silveira Martins,4320651,2056
MG,Silveirânia,3167301,2399
SP,Silveiras,3552007,6329
AM,Silves,1304005,12619
MG,Silvianópolis,3167400,6348
SE,Simão Dias,2807105,44503
MG,Simão Pereira,3167509,3084
PI,Simões,2210706,14664
BA,Simões Filho,2930709,120419
GO,Simolândia,5220686,5634
MG,Simonésia,3167608,20431
PI,Simplício Mendes,2210805,14437
RS,Sinimbu,4320677,8685
MT,Sinop,5107909,223780
PR,Siqueira Campos,4126603,24031
PE,Sirinhaém,2614204,39171
SE,Siriri,2807204,7981
GO,Sítio d'Abadia,5220702,2978
BA,Sítio do Mato,2930758,13982
BA,Sítio do Quinto,2930766,14435
RN,Sítio Novo,2413706,4746
MA,Sítio Novo,2111805,17464
TO,Sítio Novo do Tocantins,1720804,11446
BA,Sobradinho,2930774,27097
RS,Sobradinho,4320701,14512
PB,Sobrado,2515971,8646
CE,Sobral,2312908,216519
MG,Sobrália,3167707,5140
SP,Socorro,3552106,41527
PI,Socorro do Piauí,2210904,4165
PB,Solânea,2516003,27748
PB,Soledade,2516102,14409
RS,Soledade,4320800,30939
MG,Soledade de Minas,3167806,5733
PE,Solidão,2614402,5386
CE,Solonópole,2313005,18785
SC,Sombrio,4217709,31722
MS,Sonora,5007935,14813
ES,Sooretama,3205010,28668
SP,Sorocaba,3552205,762172
MT,Sorriso,5107925,124665
PB,Sossêgo,2516151,3476
PA,Soure,1507904,25315
PB,Sousa,2516201,70066
BA,Souto Soares,2930808,17724
TO,Sucupira,1720853,1591
MA,Sucupira do Norte,2111904,10471
MA,Sucupira do Riachão,2111953,5081
SP,Sud Mennucci,3552304,7464
SC,Sul Brasil,4217758,2900
PR,Sulina,4126652,3498
SP,Sumaré,3552403,291116
PB,Sumé,2516300,17852
RJ,Sumidouro,3305703,15693
PE,Surubim,2614501,67821
PI,Sussuapara,2210938,6346
SP,Suzanápolis,3552551,3465
SP,Suzano,3552502,320261
RS,Tabaí,4320859,4569
MT,Tabaporã,5107941,9895
SP,Tabapuã,3552601,11498
SP,Tabatinga,3552700,14997
AM,Tabatinga,1304062,73348
PE,Tabira,2614600,29180
SP,Taboão da Serra,3552809,285307
TO,Tabocão,1708254,3741
BA,Tabocas do Brejo Velho,2930907,12368
RN,Taboleiro Grande,2413805,2409
MG,Tabuleiro,3167905,4097
CE,Tabuleiro do Norte,2313104,32122
PE,Tacaimbó,2614709,14330
PE,Tacaratu,2614808,24898
SP,Taciba,3552908,6418
PB,Tacima,2516409,7794
MS,Tacuru,5007950,11205
SP,Taguaí,3553005,13068
TO,Taguatinga,1720903,14199
SP,Taiaçu,3553104,5744
PA,Tailândia,1507953,75290
SC,Taió,4217808,18909
MG,Taiobeiras,3168002,34537
TO,Taipas do Tocantins,1720937,2092
RN,Taipu,2413904,11708
SP,Taiúva,3553203,6770
TO,Talismã,1720978,2505
PE,Tamandaré,2614857,24670
PR,Tamarana,4126678,10540
SP,Tambaú,3553302,21650
PR,Tamboara,4126702,4986
CE,Tamboril,2313203,25287
PI,Tamboril do Piauí,2210953,3040
SP,Tanabi,3553401,26071
SC,Tangará,4217907,8144
RN,Tangará,2414001,13583
MT,Tangará da Serra,5107958,114603
RJ,Tanguá,3305752,32865
BA,Tanhaçu,2931004,21787
AL,Tanque d'Arca,2709004,5906
PI,Tanque do Piauí,2210979,2319
BA,Tanque Novo,2931053,17812
BA,Tanquinho,2931103,7991
MG,Taparuba,3168051,3508
AM,Tapauá,1304104,20728
RS,Tapejara,4320909,25256
PR,Tapejara,4126801,16326
RS,Tapera,4321006,10824
BA,Taperoá,2931202,18556
PB,Taperoá,2516508,14358
RS,Tapes,4321105,14920
PR,Tapira,4126900,5807
MG,Tapira,3168101,4215
MG,Tapiraí,3168200,1698
SP,Tapiraí,3553500,8122
BA,Tapiramutá,2931301,16226
SP,Tapiratiba,3553609,11903
MT,Tapurah,5108006,15638
RS,Taquara,4321204,54353
MG,Taquaraçu de Minas,3168309,4394
SP,Taquaral,3553658,2649
GO,Taquaral de Goiás,5221007,4180
AL,Taquarana,2709103,19428
RS,Taquari,4321303,25963
SP,Taquaritinga,3553708,53264
PE,Taquaritinga do Norte,2615003,25511
SP,Taquarituba,3553807,24932
SP,Taquarivaí,3553856,7170
RS,Taquaruçu do Sul,4321329,3192
MS,Taquarussu,5007976,3740
SP,Tarabai,3553906,6633
AC,Tarauacá,1200609,46816
CE,Tarrafas,2313252,7574
AP,Tartarugalzinho,1600709,13816
SP,Tarumã,3553955,15315
MG,Tarumirim,3168408,15104
MA,Tasso Fragoso,2112001,9130
SP,Tatuí,3554003,129130
CE,Tauá,2313302,64655
SP,Taubaté,3554102,322397
RS,Tavares,4321352,5319
PB,Tavares,2516607,14473
AM,Tefé,1304203,80137
PB,Teixeira,2516706,15129
BA,Teixeira de Freitas,2931350,153738
PR,Teixeira Soares,4127007,9540
MG,Teixeiras,3168507,12691
RO,Teixeirópolis,1101559,4521
CE,Tejuçuoca,2313351,17646
SP,Tejupá,3554201,4119
PR,Telêmaco Borba,4127106,77479
SE,Telha,2807303,3389
RN,Tenente Ananias,2414100,10610
RN,Tenente Laurentino Cruz,2414159,6152
RS,Tenente Portela,4321402,14820
PB,Tenório,2516755,3082
BA,Teodoro Sampaio,2931400,7280
SP,Teodoro Sampaio,3554300,22598
BA,Teofilândia,2931509,21825
MG,Teófilo Otoni,3168606,142851
BA,Teolândia,2931608,15978
AL,Teotônio Vilela,2709152,39143
MS,Terenos,5008008,18182
PI,Teresina,2211001,905692
GO,Teresina de Goiás,5221080,2660
RJ,Teresópolis,3305802,176735
PE,Terezinha,2615102,6853
GO,Terezópolis de Goiás,5221197,8340
PA,Terra Alta,1507961,10837
PR,Terra Boa,4127205,18168
RS,Terra de Areia,4321436,10575
PE,Terra Nova,2615201,9231
BA,Terra Nova,2931707,10976
MT,Terra Nova do Norte,5108055,10591
PR,Terra Rica,4127304,14961
PR,Terra Roxa,4127403,18636
SP,Terra Roxa,3554409,7965
PA,Terra Santa,1507979,19792
MT,Tesouro,5108105,2935
RS,Teutônia,4321451,34023
RO,Theobroma,1101609,8459
CE,Tianguá,2313401,86968
PR,Tibagi,4127502,20374
RN,Tibau,2411056,5748
RN,Tibau do Sul,2414209,18080
SP,Tietê,3554508,38723
SC,Tigrinhos,4217956,2535
SC,Tijucas,4218004,58695
PR,Tijucas do Sul,4127601,18458
PE,Timbaúba,2615300,47312
RN,Timbaúba dos Batistas,2414308,2424
SC,Timbé do Sul,4218103,5503
MA,Timbiras,2112100,27328
SC,Timbó,4218202,49768
SC,Timbó Grande,4218251,7521
SP,Timburi,3554607,2484
MA,Timon,2112209,182711
MG,Timóteo,3168705,84172
RS,Tio Hugo,4321469,3358
MG,Tiradentes,3168804,8056
RS,Tiradentes do Sul,4321477,5188
MG,Tiros,3168903,8231
SE,Tobias Barreto,2807402,52783
TO,Tocantínia,1721109,7802
TO,Tocantinópolis,1721208,23225
MG,Tocantins,3169000,16603
MG,Tocos do Moji,3169059,3894
MG,Toledo,3169109,7625
PR,Toledo,4127700,160701
SE,Tomar do Geru,2807501,12094
PR,Tomazina,4127809,8523
MG,Tombos,3169208,8653
PA,Tomé-Açu,1508001,73058
AM,Tonantins,1304237,20257
PE,Toritama,2615409,43921
MT,Torixoréu,5108204,4238
RS,Toropi,4321493,2594
SP,Torre de Pedra,3554656,2056
RS,Torres,4321501,43344
SP,Torrinha,3554706,9484
RN,Touros,2414407,34767
SP,Trabiju,3554755,1724
PA,Tracuateua,1508035,30494
PE,Tracunhaém,2615508,14439
AL,Traipu,2709202,24106
PA,Trairão,1508050,15550
CE,Trairi,2313500,62004
RJ,Trajano de Moraes,3305901,10654
RS,Tramandaí,4321600,56430
RS,Travesseiro,4321626,2192
BA,Tremedal,2931806,16646
SP,Tremembé,3554805,53426
RS,Três Arroios,4321634,2636
SC,Três Barras,4218301,20525
PR,Três Barras do Paraná,4127858,11157
RS,Três Cachoeiras,4321667,11224
MG,Três Corações,3169307,78291
RS,Três Coroas,4321709,24428
RS,Três de Maio,4321808,25466
RS,Três Forquilhas,4321832,2813
SP,Três Fronteiras,3554904,7060
MS,Três Lagoas,5008305,143523
MG,Três Marias,3169356,29985
RS,Três Palmeiras,4321857,4829
RS,Três Passos,4321907,26304
MG,Três Pontas,3169406,57209
GO,Três Ranchos,5221304,2976
RJ,Três Rios,3306008,82319
SC,Treviso,4218350,3920
SC,Treze de Maio,4218400,7633
SC,Treze Tílias,4218509,9531
GO,Trindade,5221403,153560
PE,Trindade,2615607,32257
RS,Trindade do Sul,4321956,7785
RS,Triunfo,4322004,28435
PE,Triunfo,2615706,15141
PB,Triunfo,2516805,10315
RN,Triunfo Potiguar,2414456,3477
MA,Trizidela do Vale,2112233,23097
GO,Trombas,5221452,3080
SC,Trombudo Central,4218608,7599
SC,Tubarão,4218707,116725
BA,Tucano,2931905,51016
PA,Tucumã,1508084,42883
RS,Tucunduva,4322103,5646
PA,Tucuruí,1508100,96119
MA,Tufilândia,2112274,5633
SP,Tuiuti,3554953,6976
MG,Tumiritinga,3169505,5955
SC,Tunápolis,4218756,5081
RS,Tunas,4322152,3732
PR,Tunas do Paraná,4127882,6304
PR,Tuneiras do Oeste,4127908,8067
MA,Tuntum,2112308,37364
SP,Tupã,3555000,65433
MG,Tupaciguara,3169604,26583
PE,Tupanatinga,2615805,28141
RS,Tupanci do Sul,4322186,1396
RS,Tupanciretã,4322202,20324
RS,Tupandi,4322251,5172
RS,Tuparendi,4322301,8535
PE,Tuparetama,2615904,8261
PR,Tupãssi,4127957,8208
SP,Tupi Paulista,3555109,16259
TO,Tupirama,1721257,2024
TO,Tupiratins,1721307,1886
MA,Turiaçu,2112407,38993
MA,Turilândia,2112456,33219
SP,Turiúba,3555208,1835
SP,Turmalina,3555307,1662
MG,Turmalina,3169703,20769
RS,Turuçu,4322327,3488
CE,Tururu,2313559,15524
GO,Turvânia,5221502,4449
GO,Turvelândia,5221551,5171
PR,Turvo,4127965,14101
SC,Turvo,4218806,13604
MG,Turvolândia,3169802,5097
MA,Tutóia,2112506,55076
AM,Uarini,1304260,15640
BA,Uauá,2932002,25449
MG,Ubá,3169901,107423
MG,Ubaí,3170008,11985
BA,Ubaíra,2932101,19142
BA,Ubaitaba,2932200,17878
CE,Ubajara,2313609,34424
MG,Ubaporanga,3170057,13485
SP,Ubarana,3555356,5458
BA,Ubatã,2932309,15839
SP,Ubatuba,3555406,97096
MG,Uberaba,3170107,356781
MG,Uberlândia,3170206,761835
SP,Ubirajara,3555505,5289
PR,Ubiratã,4128005,25732
RS,Ubiretama,4322343,2025
SP,Uchoa,3555604,10670
BA,Uibaí,2932408,13886
RR,Uiramutã,1400704,16186
GO,Uirapuru,5221577,2798
PB,Uiraúna,2516904,15431
PA,Ulianópolis,1508126,39360
CE,Umari,2313708,6963
RN,Umarizal,2414506,10655
SE,Umbaúba,2807600,24618
BA,Umburanas,2932457,13785
MG,Umburatiba,3170305,2742
PB,Umbuzeiro,2517001,9274
CE,Umirim,2313757,17751
PR,Umuarama,4128104,123059
BA,Una,2932507,18254
MG,Unaí,3170404,91320
PI,União,2211100,47896
RS,União da Serra,4322350,1183
PR,União da Vitória,4128203,56560
MG,União de Minas,3170438,3818
SC,União do Oeste,4218855,2791
MT,União do Sul,5108303,3904
AL,União dos Palmares,2709301,60860
SP,União Paulista,3555703,1628
PR,Uniflor,4128302,2106
RS,Unistalda,4322376,2047
RN,Upanema,2414605,14048
PR,Uraí,4128401,10308
BA,Urandi,2932606,15776
SP,Urânia,3555802,8973
MA,Urbano Santos,2112605,34143
SP,Uru,3555901,1424
GO,Uruaçu,5221601,44533
GO,Uruana,5221700,13857
MG,Uruana de Minas,3170479,3365
PA,Uruará,1508159,45962
SC,Urubici,4218905,11064
CE,Uruburetama,2313807,21331
MG,Urucânia,3170503,10899
AM,Urucará,1304302,19617
BA,Uruçuca,2932705,22155
PI,Uruçuí,2211209,26779
MG,Urucuia,3170529,18515
AM,Urucurituba,1304401,25965
RS,Uruguaiana,4322400,120819
CE,Uruoca,2313906,14308
RO,Urupá,1101708,11314
SC,Urupema,4218954,2751
SP,Urupês,3556008,14073
SC,Urussanga,4219002,21464
GO,Urutaí,5221809,3700
BA,Utinga,2932804,16645
RS,Vacaria,4322509,66146
MT,Vale de São Domingos,5108352,2892
RO,Vale do Anari,1101757,8220
RO,Vale do Paraíso,1101807,6790
RS,Vale do Sol,4322533,10069
RS,Vale Real,4322541,6223
RS,Vale Verde,4322525,3213
RJ,Valença,3306107,71449
BA,Valença,2932903,90053
PI,Valença do Piauí,2211308,23025
BA,Valente,2933000,25132
SP,Valentim Gentil,3556107,14634
SP,Valinhos,3556206,132258
SP,Valparaíso,3556305,24779
GO,Valparaíso de Goiás,5221858,218416
RS,Vanini,4322558,2047
SC,Vargeão,4219101,3726
SC,Vargem,4219150,2613
SP,Vargem,3556354,10863
MG,Vargem Alegre,3170578,5800
ES,Vargem Alta,3205036,20390
MG,Vargem Bonita,3170602,2207
SC,Vargem Bonita,4219176,4597
MA,Vargem Grande,2112704,44444
MG,Vargem Grande do Rio Pardo,3170651,4724
SP,Vargem Grande do Sul,3556404,41256
SP,Vargem Grande Paulista,3556453,52352
MG,Varginha,3170701,143676
GO,Varjão,5221908,3770
MG,Varjão de Minas,3170750,7305
CE,Varjota,2313955,18708
RJ,Varre-Sai,3306156,10563
RN,Várzea,2414704,5387
PB,Várzea,2517100,2777
CE,Várzea Alegre,2314003,40878
PI,Várzea Branca,2211357,5181
MG,Várzea da Palma,3170800,34555
BA,Várzea da Roça,2933059,14294
BA,Várzea do Poço,2933109,8334
PI,Várzea Grande,2211407,4520
MT,Várzea Grande,5108402,318922
BA,Várzea Nova,2933158,13866
SP,Várzea Paulista,3556503,119655
BA,Varzedo,2933174,10328
MG,Varzelândia,3170909,19210
RJ,Vassouras,3306206,35907
MG,Vazante,3171006,20459
RS,Venâncio Aires,4322608,70842
ES,Venda Nova do Imigrante,3205069,25395
RN,Venha-Ver,2414753,3005
PR,Ventania,4128534,9760
PE,Venturosa,2616001,17563
MT,Vera,5108501,10758
RS,Vera Cruz,4322707,27670
SP,Vera Cruz,3556602,10274
BA,Vera Cruz,2933208,45191
RN,Vera Cruz,2414803,11053
PR,Vera Cruz do Oeste,4128559,8178
PI,Vera Mendes,2211506,3282
RS,Veranópolis,4322806,24554
PE,Verdejante,2616100,9483
MG,Verdelândia,3171030,7737
PR,Verê,4128609,8077
BA,Vereda,2933257,6157
MG,Veredinha,3171071,5240
MG,Veríssimo,3171105,3478
MG,Vermelho Novo,3171154,5048
PE,Vertente do Lério,2616183,7776
PE,Vertentes,2616209,23127
MG,Vespasiano,3171204,138583
RS,Vespasiano Corrêa,4322855,1851
RS,Viadutos,4322905,4847
RS,Viamão,4323002,231996
ES,Viana,3205101,79043
MA,Viana,2112803,53176
GO,Vianópolis,5222005,15644
PE,Vicência,2616308,27151
